fecha_nacimiento,sexo,localidad_nacimiento,lugar_nacimiento,fecha_fallecimiento,localidad_fallecimiento,lugar_fallecimiento
1978-11-01,9,Soriano,1,1984-07-02,Canelones,1
1978-07-17,8,Lavalleja,2,1997-06-21,San José,3
1978-02-26,9,Flores,9,,,
1978-09-24,9,Tacuarembó,9,2002-04-28,Rocha,2
1978-01-09,8,Paysandú,2,1979-12-17,Salto,3
1978-11-07,9,Tacuarembó,2,,,
1978-12-25,1,Maldonado,3,1988-01-29,Paysandú,3
1978-01-05,1,Montevideo,9,,,
1978-06-13,8,Rocha,2,2013-04-14,Canelones,3
1978-06-06,8,Treinta y Tres,1,2023-11-18,Cerro Largo,9
1978-10-09,1,Durazno,3,,,
1978-10-20,9,Artigas,9,,,
1978-03-29,1,Soriano,2,2000-10-11,Colonia,2
1978-09-06,2,Rivera,2,2001-01-31,Paysandú,9
1978-12-29,1,Río Negro,3,,,
1978-05-16,1,Tacuarembó,8,1983-10-13,Durazno,3
1978-03-02,9,Río Negro,3,,,
1978-03-28,8,Tacuarembó,3,,,
1978-11-02,8,Maldonado,1,,,
1978-07-25,2,San José,2,,,
1978-07-22,1,Montevideo,8,,,
1978-01-04,1,Río Negro,8,2018-04-12,Flores,1
1978-05-13,9,Rivera,3,,,
1978-02-13,2,San José,3,2013-08-03,Salto,9
1978-01-11,9,Colonia,2,1995-11-10,Montevideo,8
1978-07-02,1,San José,9,1983-07-20,Montevideo,3
1978-05-26,2,Maldonado,3,,,
1978-10-27,2,Florida,3,1989-10-27,Las Piedras,9
1978-06-04,9,Lavalleja,3,1979-11-11,Tacuarembó,1
1978-07-05,1,Río Negro,3,,,
1978-01-27,2,Las Piedras,8,1995-02-23,Rocha,9
1978-03-26,2,Treinta y Tres,8,,,
1978-06-24,2,Maldonado,1,,,
1978-09-28,1,Rocha,3,2001-06-29,Montevideo,9
1978-11-30,1,Paysandú,3,,,
1978-03-19,1,Rivera,9,,,
1978-01-08,2,Lavalleja,1,,,
1978-11-07,1,Treinta y Tres,9,,,
1978-03-02,2,Paysandú,9,2007-09-30,Las Piedras,9
1978-05-09,1,Rocha,2,2003-05-11,Florida,8
1978-08-20,1,Flores,2,,,
1978-02-16,1,Montevideo,9,2001-08-17,Las Piedras,8
1978-12-08,2,Artigas,1,,,
1978-01-17,2,Río Negro,8,,,
1978-07-15,1,Durazno,3,,,
1978-03-17,8,Durazno,8,2011-07-30,Flores,3
1978-05-01,8,Montevideo,9,,,
1978-03-20,1,Lavalleja,2,2021-05-31,Tacuarembó,2
1978-07-18,1,Salto,2,,,
1978-08-29,1,Artigas,2,,,
1978-07-08,8,Tacuarembó,8,,,
1978-12-19,1,Florida,3,2018-07-19,Rocha,3
1978-10-30,1,Maldonado,3,,,
1978-06-23,2,Treinta y Tres,9,,,
1978-03-15,1,Río Negro,3,,,
1978-08-23,1,Soriano,3,,,
1978-05-14,2,Colonia,8,,,
1978-05-14,1,Flores,8,,,
1978-03-03,8,Lavalleja,1,2011-12-04,Treinta y Tres,2
1978-04-05,9,Artigas,2,2010-03-04,Tacuarembó,3
1978-08-04,2,Treinta y Tres,8,2009-11-20,Cerro Largo,2
1978-10-28,2,Artigas,3,2012-06-06,Soriano,1
1978-01-26,1,Río Negro,3,2017-04-30,Artigas,8
1978-03-07,8,Rocha,8,2006-04-13,Maldonado,9
1978-11-21,1,Tacuarembó,8,1981-12-08,Lavalleja,9
1978-01-01,1,Cerro Largo,3,,,
1978-09-15,1,Lavalleja,9,,,
1978-04-15,1,Artigas,2,,,
1978-05-31,1,Flores,3,,,
1978-04-24,1,Maldonado,3,,,
1978-07-13,8,Soriano,1,,,
1978-11-13,9,Artigas,8,2012-09-29,Durazno,9
1978-12-19,2,Maldonado,2,,,
1978-11-06,1,Tacuarembó,1,,,
1978-06-30,9,Rocha,1,,,
1978-02-28,8,Tacuarembó,8,,,
1978-07-23,8,Florida,2,,,
1978-09-20,1,Tacuarembó,3,,,
1978-01-07,9,Durazno,1,2021-01-05,San José,1
1978-05-31,1,Flores,1,,,
1978-03-30,2,Treinta y Tres,2,,,
1978-01-26,8,Flores,8,,,
1978-03-04,1,Florida,9,2024-05-15,Rocha,8
1978-08-06,1,Treinta y Tres,8,,,
1978-10-12,2,San José,8,2018-01-06,Salto,2
1978-12-26,1,Paysandú,9,2007-12-08,Lavalleja,3
1978-10-06,1,Florida,9,,,
1978-06-01,2,Montevideo,8,2018-01-05,Florida,2
1978-08-01,9,Montevideo,2,2020-12-12,Salto,8
1978-11-28,2,Florida,3,1997-07-15,Florida,9
1978-09-27,1,Rocha,1,,,
1978-12-17,1,Lavalleja,2,,,
1978-04-28,8,Río Negro,8,,,
1978-09-21,2,Paysandú,1,,,
1978-02-16,8,Salto,2,,,
1978-10-03,1,Montevideo,3,,,
1978-11-11,1,Cerro Largo,9,,,
1978-11-26,1,Durazno,3,2008-10-29,Tacuarembó,8
1978-01-18,2,Rocha,3,,,
1978-07-03,2,Flores,3,1983-07-29,Treinta y Tres,1
1978-07-18,1,Florida,3,,,
1978-05-31,1,Soriano,1,1994-12-13,Rivera,9
1978-10-26,8,Salto,3,,,
1978-10-01,1,Salto,1,,,
1978-03-10,2,Canelones,9,2001-07-28,Montevideo,2
1978-04-14,2,Rocha,1,2007-10-23,Flores,3
1978-08-29,1,San José,3,1982-07-03,Lavalleja,1
1978-04-03,1,Treinta y Tres,1,,,
1978-05-14,1,Flores,1,1984-05-07,Lavalleja,8
1978-10-28,2,Lavalleja,9,2015-10-11,Rivera,1
1978-05-31,8,Rivera,8,,,
1978-07-19,1,Colonia,3,2015-09-06,Cerro Largo,2
1978-08-22,1,Río Negro,8,,,
1978-05-20,1,Paysandú,1,,,
1978-02-28,2,Cerro Largo,2,,,
1978-03-10,8,Río Negro,1,2009-10-28,Flores,2
1978-09-30,2,Paysandú,9,,,
1978-05-20,2,Las Piedras,8,,,
1978-05-02,1,Flores,2,1990-09-08,San José,9
1978-07-08,1,Canelones,2,,,
1978-11-07,2,Treinta y Tres,9,,,
1978-05-16,2,Durazno,3,,,
1978-06-21,1,Colonia,3,2015-06-03,Artigas,2
1978-05-17,1,Rocha,9,,,
1978-01-01,1,Río Negro,3,,,
1978-04-08,2,Lavalleja,2,2000-03-10,Rocha,3
1978-01-10,8,Artigas,3,2009-01-27,Paysandú,8
1978-09-26,8,Rivera,9,2018-03-25,Florida,8
1978-04-07,2,San José,3,,,
1978-03-28,9,Florida,3,2000-01-15,Río Negro,2
1978-04-19,9,San José,9,1992-11-06,Durazno,1
1978-07-14,2,Paysandú,2,,,
1978-05-31,1,Soriano,8,2013-01-16,Treinta y Tres,2
1978-12-20,1,Colonia,8,,,
1978-04-25,8,Río Negro,1,2010-07-15,San José,1
1978-02-05,8,Rivera,9,,,
1978-12-10,2,Maldonado,9,1989-10-30,Rivera,2
1978-02-22,8,Paysandú,8,1999-12-26,Montevideo,9
1978-05-19,8,Rocha,8,,,
1978-02-12,1,Durazno,3,,,
1978-12-18,1,Florida,8,2021-04-19,Rocha,3
1978-11-18,2,Colonia,8,2016-03-18,Tacuarembó,3
1978-08-06,1,Montevideo,1,1993-09-27,Durazno,8
1978-04-30,2,San José,3,1982-02-15,Durazno,8
1978-12-30,1,Rivera,1,2011-01-15,Rocha,1
1978-11-28,2,Las Piedras,2,2004-10-28,Florida,8
1978-03-18,9,Artigas,8,,,
1978-12-14,8,Durazno,9,,,
1978-02-11,9,Lavalleja,2,,,
1978-06-07,1,Treinta y Tres,1,2024-03-23,Montevideo,8
1978-05-28,8,Durazno,3,,,
1978-06-21,9,Rocha,2,1986-05-16,Cerro Largo,2
1978-12-10,1,Tacuarembó,1,2009-05-23,Colonia,8
1978-10-24,8,Salto,2,,,
1978-08-27,1,Lavalleja,2,1995-04-03,Colonia,9
1978-10-05,1,Paysandú,8,,,
1978-05-24,2,Lavalleja,9,1982-04-15,Canelones,1
1978-11-11,9,Río Negro,1,,,
1978-04-07,1,Artigas,3,,,
1978-03-22,8,San José,2,2009-07-06,Montevideo,3
1978-01-31,2,Florida,1,,,
1978-04-07,8,Tacuarembó,3,,,
1978-02-11,1,Tacuarembó,3,,,
1978-09-10,1,Florida,1,,,
1978-06-14,8,Flores,3,2023-01-09,Artigas,9
1978-02-13,1,Rocha,2,,,
1978-12-08,9,Canelones,9,2019-12-23,Durazno,1
1978-06-12,1,Rocha,1,1999-07-21,Salto,1
1978-07-14,2,Florida,3,,,
1978-06-18,2,Río Negro,2,1983-01-03,Paysandú,3
1978-06-15,9,Lavalleja,8,,,
1978-01-05,1,Treinta y Tres,2,2018-10-26,Tacuarembó,8
1978-12-24,2,Durazno,2,,,
1978-03-31,1,Colonia,9,,,
1978-04-29,9,Soriano,1,1993-04-13,Florida,8
1978-06-09,1,Montevideo,3,,,
1978-07-11,1,Las Piedras,8,2008-10-04,Salto,1
1978-08-06,1,Florida,9,1989-07-18,Salto,1
1978-03-28,1,Río Negro,9,2016-10-01,Las Piedras,9
1978-06-18,8,Rivera,2,,,
1978-05-25,1,Rivera,2,2023-08-16,Florida,1
1978-06-30,2,Tacuarembó,9,1995-03-19,Colonia,8
1978-06-13,8,Cerro Largo,9,,,
1978-12-17,2,Río Negro,9,2024-10-27,Las Piedras,3
1978-04-02,1,Montevideo,2,2020-02-08,Colonia,2
1978-02-17,1,Durazno,1,,,
1978-04-01,1,Colonia,3,,,
1978-07-19,2,San José,9,1984-12-09,Artigas,2
1978-06-13,8,Maldonado,9,,,
1978-02-21,9,Paysandú,3,,,
1978-09-26,8,Flores,2,2007-03-07,Soriano,2
1978-01-06,1,Las Piedras,9,,,
1978-04-16,1,Florida,8,,,
1978-11-13,1,Salto,8,2007-02-04,San José,9
1978-03-07,2,Durazno,2,,,
1978-02-24,1,San José,9,,,
1978-02-19,9,Paysandú,9,,,
1978-07-26,1,Cerro Largo,8,,,
1978-12-13,1,Lavalleja,8,,,
1978-12-17,8,Soriano,8,,,
1978-04-19,1,Canelones,1,,,
1978-11-29,2,Artigas,3,1979-02-17,Colonia,2
1978-12-11,1,Maldonado,1,,,
1978-12-01,8,Soriano,1,,,
1978-02-07,1,Maldonado,2,1986-10-15,San José,3
1978-11-23,2,Maldonado,1,2020-05-29,Artigas,3
1978-05-21,2,Treinta y Tres,1,,,
1978-09-08,1,Maldonado,9,,,
1978-10-28,1,Salto,9,2008-07-13,San José,9
1978-08-28,9,Río Negro,9,1999-06-30,Tacuarembó,3
1978-02-19,9,Paysandú,1,,,
1978-09-05,1,Rocha,3,,,
1978-07-06,2,Río Negro,9,,,
1978-03-26,1,Maldonado,2,,,
1978-03-10,1,Las Piedras,2,,,
1978-03-15,2,Montevideo,8,,,
1978-06-05,1,Colonia,9,,,
1978-05-20,1,Treinta y Tres,8,,,
1978-06-19,2,Rocha,1,2006-01-21,Florida,1
1978-04-22,1,Rivera,3,,,
1978-04-29,2,Florida,8,,,
1978-11-25,1,Lavalleja,9,,,
1978-07-14,1,Rocha,1,,,
1978-04-29,1,Cerro Largo,2,,,
1978-12-25,2,Durazno,9,,,
1978-12-15,1,Artigas,9,,,
1978-08-06,1,Rocha,8,,,
1978-07-24,8,Salto,3,2023-05-02,Montevideo,1
1978-10-29,9,Rocha,3,1979-06-28,Florida,1
1978-03-28,9,Montevideo,1,2004-09-04,Maldonado,2
1978-08-17,9,Montevideo,9,,,
1978-03-27,9,Paysandú,2,,,
1978-03-29,2,Soriano,1,,,
1978-07-16,2,Rocha,2,,,
1978-04-08,8,Rocha,3,,,
1978-10-13,8,Durazno,2,1992-04-21,Canelones,8
1978-11-24,8,Rivera,1,,,
1978-04-28,2,Maldonado,1,,,
1978-08-28,1,Rivera,8,,,
1978-10-13,2,Canelones,3,,,
1978-05-19,1,Rivera,2,,,
1978-11-12,8,Treinta y Tres,8,2007-05-25,Lavalleja,9
1978-05-28,2,Río Negro,8,2009-07-07,Canelones,8
1978-09-21,2,Paysandú,2,2004-12-13,Artigas,2
1978-08-02,1,Salto,2,1987-03-28,Soriano,1
1978-07-17,1,Maldonado,3,2001-05-01,Salto,8
1978-09-02,9,Florida,9,,,
1978-03-31,1,Treinta y Tres,3,2006-05-09,Durazno,8
1978-12-25,2,Lavalleja,8,,,
1978-05-29,2,Las Piedras,3,1978-08-01,Canelones,1
1978-10-05,1,San José,2,,,
1978-05-17,2,Maldonado,8,,,
1978-09-11,2,Rivera,1,2014-04-13,Las Piedras,3
1978-03-31,1,Montevideo,1,,,
1978-06-26,8,Soriano,9,,,
1978-04-11,2,Lavalleja,1,1993-05-22,Florida,1
1978-09-29,2,Cerro Largo,8,,,
1978-02-25,2,Artigas,8,,,
1978-03-27,1,Rocha,1,2010-04-30,Salto,2
1978-08-30,1,San José,2,1980-07-18,Salto,2
1978-07-03,1,Artigas,9,,,
1978-06-02,1,Lavalleja,9,,,
1978-12-28,1,Montevideo,9,,,
1978-09-17,1,Lavalleja,3,2003-09-22,San José,9
1978-11-20,2,Treinta y Tres,1,,,
1978-04-23,2,San José,1,,,
1978-01-01,8,Salto,1,1993-06-30,Tacuarembó,8
1978-11-17,9,Soriano,2,,,
1978-11-20,9,San José,9,,,
1978-07-23,2,Río Negro,9,,,
1978-06-18,9,Río Negro,3,,,
1978-05-24,9,Lavalleja,2,2001-11-09,Paysandú,1
1978-02-16,1,Salto,2,2015-07-10,Paysandú,2
1978-07-26,1,Canelones,3,,,
1978-03-08,1,Tacuarembó,2,2000-04-25,Río Negro,1
1978-08-26,1,Canelones,9,1996-09-18,Durazno,2
1978-03-09,8,Tacuarembó,8,,,
1978-01-14,9,Lavalleja,1,2011-06-14,Salto,2
1978-11-25,1,Canelones,1,,,
1978-12-16,1,Treinta y Tres,3,,,
1978-08-11,2,Las Piedras,2,,,
1978-04-13,8,Maldonado,2,,,
1978-07-24,1,Durazno,8,2002-11-28,Durazno,8
1978-11-14,1,Las Piedras,2,,,
1978-08-31,1,Soriano,2,2021-06-11,Tacuarembó,3
1978-08-24,9,Flores,3,,,
1978-10-13,1,Colonia,8,,,
1978-01-22,1,Canelones,8,,,
1978-04-01,2,Paysandú,2,2002-10-27,Florida,2
1978-09-21,9,Rocha,9,,,
1978-02-28,2,Salto,3,,,
1978-07-16,1,Colonia,2,1982-05-16,Treinta y Tres,2
1978-04-17,2,Paysandú,8,,,
1978-10-26,2,Montevideo,3,2020-04-26,Canelones,8
1979-06-17,1,Cerro Largo,8,,,
1979-08-30,9,Durazno,2,2022-02-25,Salto,2
1979-01-21,2,Tacuarembó,2,,,
1979-09-20,9,Cerro Largo,8,2002-11-08,Canelones,8
1979-04-18,1,Cerro Largo,2,,,
1979-01-27,2,Rivera,9,,,
1979-05-02,1,Artigas,2,,,
1979-04-05,1,Treinta y Tres,9,,,
1979-06-29,2,Cerro Largo,1,1991-03-01,Treinta y Tres,1
1979-11-25,8,Soriano,1,,,
1979-04-10,1,Las Piedras,1,1991-01-11,Montevideo,1
1979-11-25,2,Maldonado,8,,,
1979-09-14,2,Lavalleja,1,,,
1979-04-09,2,Río Negro,9,,,
1979-10-23,2,Las Piedras,3,1997-05-09,Paysandú,3
1979-05-17,2,Florida,2,2000-07-31,Treinta y Tres,1
1979-12-11,2,San José,9,,,
1979-02-04,9,Río Negro,9,,,
1979-11-09,9,Maldonado,2,,,
1979-12-04,1,Florida,1,1997-05-06,Treinta y Tres,9
1979-11-03,1,Las Piedras,8,2020-05-18,Artigas,1
1979-08-07,2,Las Piedras,1,1988-11-05,Flores,9
1979-08-22,2,Salto,9,,,
1979-08-18,2,Las Piedras,1,1987-07-28,Montevideo,3
1979-05-12,8,Cerro Largo,2,,,
1979-04-26,2,Salto,8,,,
1979-02-11,1,Maldonado,2,,,
1979-02-08,9,Rivera,3,,,
1979-12-14,1,San José,1,,,
1979-08-28,1,Rivera,1,,,
1979-05-10,1,Paysandú,3,,,
1979-08-08,8,Paysandú,3,2013-04-20,Montevideo,2
1979-10-27,2,Río Negro,1,,,
1979-12-31,2,Flores,3,,,
1979-02-03,8,Montevideo,8,2000-07-10,Maldonado,1
1979-05-03,1,San José,1,1997-10-26,Florida,1
1979-02-21,2,Rivera,2,2006-12-29,Rivera,3
1979-09-02,1,Las Piedras,2,2005-07-25,Las Piedras,1
1979-06-18,1,Flores,3,,,
1979-11-04,2,Lavalleja,8,,,
1979-08-25,1,Cerro Largo,9,1981-09-02,Rocha,8
1979-02-12,1,Soriano,2,,,
1979-03-02,1,Durazno,3,1988-10-10,Artigas,2
1979-07-24,1,Montevideo,8,,,
1979-12-23,1,Cerro Largo,1,,,
1979-06-17,2,Las Piedras,1,,,
1979-12-28,2,Lavalleja,2,2011-04-27,Cerro Largo,2
1979-01-21,2,San José,2,,,
1979-04-16,8,Salto,8,,,
1979-03-04,2,Florida,1,,,
1979-10-25,1,Canelones,1,1999-11-16,Tacuarembó,1
1979-01-03,2,Montevideo,9,,,
1979-08-31,9,Río Negro,9,,,
1979-03-01,1,Maldonado,1,2018-05-09,Tacuarembó,2
1979-02-24,1,Lavalleja,3,,,
1979-11-01,9,Durazno,9,1998-08-10,Salto,1
1979-09-30,1,Salto,1,,,
1979-07-13,2,Durazno,3,,,
1979-03-09,9,Tacuarembó,9,,,
1979-10-04,2,Florida,3,1999-05-08,Colonia,9
1979-12-20,8,Lavalleja,2,,,
1979-08-29,9,Treinta y Tres,2,,,
1979-10-03,1,Canelones,1,,,
1979-01-29,1,Treinta y Tres,8,,,
1979-10-22,2,Treinta y Tres,3,2007-06-13,San José,2
1979-12-22,1,Colonia,3,,,
1979-03-11,1,Durazno,9,,,
1979-09-09,9,Treinta y Tres,1,2020-09-15,Montevideo,9
1979-06-23,1,Lavalleja,2,,,
1979-07-13,2,Cerro Largo,3,2010-03-31,Durazno,1
1979-06-02,9,Maldonado,9,,,
1979-03-14,1,San José,9,,,
1979-01-26,1,Rocha,2,,,
1979-10-03,2,Artigas,8,,,
1979-11-03,1,Lavalleja,2,,,
1979-12-13,1,Treinta y Tres,9,2016-09-06,Cerro Largo,8
1979-08-19,2,Cerro Largo,1,,,
1979-10-24,2,Las Piedras,9,,,
1979-04-17,2,Rivera,8,,,
1979-12-10,9,Montevideo,8,1993-07-09,Canelones,8
1979-02-03,8,Colonia,9,1992-06-13,Maldonado,3
1979-03-27,1,Maldonado,9,1996-10-30,Treinta y Tres,2
1979-09-09,1,San José,1,,,
1979-09-29,1,Colonia,8,,,
1979-12-01,2,Soriano,3,,,
1979-10-21,1,Cerro Largo,9,,,
1979-12-21,8,Rivera,2,,,
1979-10-11,2,Paysandú,3,,,
1979-09-30,2,Rocha,3,,,
1979-09-30,2,Florida,9,2023-05-04,Soriano,1
1979-03-25,2,Florida,1,,,
1979-01-14,1,Soriano,1,2016-08-07,Rocha,9
1979-03-18,1,Canelones,9,2018-09-07,Treinta y Tres,8
1979-04-15,8,Tacuarembó,2,,,
1979-06-09,2,Cerro Largo,8,,,
1979-05-09,2,Flores,9,,,
1979-11-25,2,Salto,9,,,
1979-12-25,2,Cerro Largo,3,2014-12-21,Florida,2
1979-01-11,1,San José,2,,,
1979-02-21,1,Rocha,9,,,
1979-01-26,2,Montevideo,9,2022-11-30,Salto,1
1979-02-13,2,Artigas,1,,,
1979-06-30,8,Rivera,3,,,
1979-01-27,9,Las Piedras,3,2014-05-23,Montevideo,8
1979-12-26,2,Durazno,1,,,
1979-12-16,9,Canelones,2,2010-02-11,Las Piedras,1
1979-12-03,2,Tacuarembó,3,1983-10-05,San José,3
1979-10-31,8,Soriano,3,,,
1979-02-09,9,Colonia,2,,,
1979-05-31,2,Treinta y Tres,2,,,
1979-03-27,1,Canelones,8,,,
1979-12-31,8,Flores,8,1985-03-23,Cerro Largo,9
1979-11-06,1,Las Piedras,9,2021-03-13,Montevideo,8
1979-02-14,2,Río Negro,3,,,
1979-10-28,1,Paysandú,3,,,
1979-08-25,1,Canelones,8,,,
1979-03-07,1,Artigas,1,2014-01-27,Rivera,3
1979-07-28,1,Río Negro,2,,,
1979-03-09,2,Florida,9,1999-04-27,Florida,9
1979-08-04,9,Treinta y Tres,1,,,
1979-08-18,1,Lavalleja,8,2012-01-03,Flores,8
1979-06-03,1,Montevideo,9,,,
1979-09-05,2,Maldonado,3,1999-05-22,San José,2
1979-10-31,1,Treinta y Tres,2,,,
1979-03-02,1,Colonia,2,,,
1979-02-17,8,Flores,2,1989-03-06,Soriano,9
1979-07-19,1,Tacuarembó,3,,,
1979-10-18,1,Cerro Largo,3,,,
1979-04-23,2,Canelones,8,,,
1979-11-24,2,Paysandú,8,1990-09-07,Flores,1
1979-05-12,2,Lavalleja,2,,,
1979-01-12,1,Durazno,9,2007-04-30,San José,1
1979-01-08,1,Flores,1,,,
1979-12-05,1,Florida,8,,,
1979-03-25,1,Cerro Largo,2,,,
1979-02-09,8,Durazno,8,1982-11-29,Soriano,2
1979-07-17,8,Durazno,8,,,
1979-07-21,1,Durazno,8,2003-03-24,Cerro Largo,3
1979-01-27,9,Río Negro,8,1990-03-17,Florida,3
1979-01-07,1,Soriano,9,,,
1979-10-22,1,Florida,3,,,
1979-09-22,2,Rivera,2,,,
1979-07-15,8,San José,9,,,
1979-02-19,1,Rivera,8,,,
1979-07-14,2,Durazno,8,2011-02-16,Tacuarembó,8
1979-03-11,9,Tacuarembó,9,,,
1979-08-05,2,Rivera,8,,,
1979-12-15,1,Montevideo,1,,,
1979-04-03,1,Colonia,1,,,
1979-04-10,2,Paysandú,1,,,
1979-08-04,9,Soriano,8,,,
1979-03-22,2,Tacuarembó,2,2016-07-27,Florida,8
1979-02-20,8,Lavalleja,1,,,
1979-09-06,2,Montevideo,3,,,
1979-06-13,2,Río Negro,2,,,
1979-02-14,1,Canelones,9,,,
1979-10-04,1,Cerro Largo,3,2001-12-16,Canelones,3
1979-06-30,8,San José,8,,,
1979-06-17,9,San José,2,,,
1979-12-17,1,Canelones,8,,,
1979-06-23,1,Salto,1,1991-12-02,Treinta y Tres,9
1979-05-26,8,Canelones,2,,,
1979-06-18,9,Río Negro,2,,,
1979-08-09,1,Rocha,8,,,
1979-06-08,8,Montevideo,3,,,
1979-03-28,8,Florida,1,,,
1979-10-15,2,Montevideo,2,,,
1979-06-16,1,Canelones,9,2011-02-15,Florida,8
1979-06-22,2,Paysandú,1,1997-10-09,Treinta y Tres,8
1979-04-13,1,Durazno,3,,,
1979-12-12,9,Artigas,9,,,
1979-12-18,1,Montevideo,8,,,
1979-12-01,2,Treinta y Tres,1,,,
1979-11-28,1,Rivera,8,,,
1979-02-02,2,Colonia,3,,,
1979-08-01,2,Soriano,3,,,
1979-03-26,1,Canelones,3,,,
1979-01-17,9,Paysandú,9,,,
1979-09-11,8,Río Negro,2,2007-07-08,Rocha,2
1979-02-01,2,Lavalleja,9,1991-07-12,Lavalleja,2
1979-09-26,9,Montevideo,9,,,
1979-08-06,1,Río Negro,9,,,
1979-09-04,8,San José,3,,,
1979-03-16,2,Salto,9,,,
1979-11-09,2,Tacuarembó,3,,,
1979-06-04,1,Maldonado,1,,,
1979-08-29,2,San José,1,,,
1979-07-30,1,Flores,9,,,
1979-07-02,9,Treinta y Tres,1,,,
1979-01-02,2,Cerro Largo,9,,,
1979-02-25,2,San José,1,,,
1979-08-16,1,Colonia,8,,,
1979-08-01,2,Cerro Largo,8,2013-12-29,Paysandú,9
1979-07-06,9,Colonia,9,2022-05-05,Colonia,2
1979-05-07,2,Canelones,8,,,
1979-03-13,2,Rivera,2,2006-06-30,Lavalleja,2
1979-11-21,8,Maldonado,3,2005-08-06,Artigas,1
1979-09-04,2,Cerro Largo,1,2007-03-12,Montevideo,9
1979-04-26,9,Canelones,2,,,
1979-07-15,1,San José,2,,,
1979-01-05,1,Treinta y Tres,3,2022-09-04,Cerro Largo,8
1979-05-03,2,Montevideo,2,,,
1979-03-04,8,Paysandú,2,,,
1979-06-22,1,Rivera,9,,,
1979-05-31,8,Colonia,2,,,
1979-12-09,1,Las Piedras,8,,,
1979-10-01,1,San José,9,,,
1979-08-08,1,Florida,1,1982-01-07,San José,8
1979-12-29,2,Florida,9,,,
1979-09-17,1,Artigas,9,,,
1979-02-15,2,San José,1,1983-04-23,Artigas,1
1979-11-15,1,Tacuarembó,2,1983-06-09,Lavalleja,1
1979-10-15,2,San José,3,,,
1979-05-26,1,Cerro Largo,1,,,
1979-11-12,8,Lavalleja,2,2006-02-10,Paysandú,8
1979-11-22,8,Artigas,3,,,
1979-11-27,8,Soriano,1,2007-12-08,Montevideo,1
1979-10-08,2,Treinta y Tres,2,1996-11-30,Lavalleja,9
1979-09-13,1,San José,8,,,
1979-06-05,1,Río Negro,3,,,
1979-03-28,8,Treinta y Tres,8,,,
1979-08-11,2,Lavalleja,9,,,
1979-04-09,8,Salto,2,,,
1979-03-01,1,Durazno,8,1989-03-02,Salto,3
1979-06-16,1,Flores,8,,,
1979-08-14,9,Paysandú,2,,,
1979-06-05,1,San José,8,,,
1979-06-27,2,Lavalleja,9,,,
1979-07-09,2,Montevideo,8,,,
1979-02-07,1,Durazno,8,,,
1979-10-28,2,San José,8,2004-09-05,Cerro Largo,8
1979-12-28,1,Cerro Largo,9,2012-01-10,Artigas,3
1979-12-21,2,Montevideo,2,1983-11-15,Artigas,9
1979-06-10,1,Soriano,2,,,
1979-04-23,1,San José,1,,,
1979-03-26,9,Colonia,3,,,
1979-05-18,9,Lavalleja,3,1984-01-22,Canelones,1
1979-01-24,2,Paysandú,2,1996-11-07,Florida,9
1979-03-05,2,Paysandú,9,,,
1979-07-24,1,Paysandú,1,2005-06-29,Maldonado,1
1979-04-07,2,Cerro Largo,2,,,
1979-11-16,1,Las Piedras,2,1998-10-12,Maldonado,9
1979-10-07,8,Río Negro,8,1989-11-04,Flores,1
1979-07-16,2,San José,3,2011-05-06,Rivera,1
1979-09-25,2,Treinta y Tres,9,,,
1979-08-29,2,Salto,3,1999-06-09,Soriano,8
1979-09-27,8,Maldonado,9,1996-04-29,Cerro Largo,8
1979-09-20,8,Salto,9,2012-05-11,Treinta y Tres,8
1979-04-25,8,Lavalleja,8,,,
1979-04-09,1,Salto,8,1994-07-18,Las Piedras,8
1979-10-21,1,Treinta y Tres,8,,,
1979-07-09,9,Paysandú,3,,,
1979-05-03,8,Lavalleja,8,,,
1979-07-14,2,Tacuarembó,8,,,
1979-04-20,1,Canelones,8,,,
1979-04-07,1,Treinta y Tres,9,1987-05-06,Durazno,1
1979-07-27,1,Paysandú,1,1991-03-15,Colonia,3
1979-03-12,1,Flores,1,2007-12-28,Artigas,2
1979-12-06,1,Salto,1,,,
1979-05-20,2,Paysandú,1,1989-10-25,Colonia,3
1979-04-07,1,Florida,1,2013-12-10,Flores,1
1979-07-05,1,San José,8,,,
1979-07-13,8,San José,9,2017-06-25,Rocha,3
1979-12-09,8,Paysandú,8,1992-06-29,Rivera,2
1979-06-02,9,Maldonado,9,,,
1979-07-22,1,San José,8,1999-05-02,Las Piedras,2
1979-08-13,1,Maldonado,3,1988-08-22,Durazno,8
1979-03-22,1,Lavalleja,8,,,
1979-03-16,1,Paysandú,8,1986-09-26,Canelones,8
1979-11-07,8,Artigas,1,2015-01-20,Salto,1
1979-10-10,2,Rocha,2,2004-01-11,Paysandú,1
1979-02-07,2,Soriano,1,,,
1979-11-10,1,Las Piedras,3,1994-05-23,Florida,8
1979-06-08,1,Treinta y Tres,8,,,
1979-02-26,2,Paysandú,1,,,
1979-01-09,9,Salto,1,,,
1979-11-23,2,Artigas,2,2014-06-05,Lavalleja,9
1979-05-09,1,Rivera,8,,,
1979-10-31,9,Lavalleja,1,1985-04-25,Río Negro,3
1979-04-15,1,Rocha,9,,,
1979-06-01,8,Florida,8,,,
1979-02-09,1,Lavalleja,9,,,
1979-03-13,1,Canelones,1,2013-12-17,Lavalleja,8
